,project_id,group_id,user_id,task_id,timestamp,start_time,end_time,result
36,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309479-470371,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
37,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309479-470370,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,1
38,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309479-470369,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,1
39,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309478-470371,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,2
40,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309478-470370,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
41,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309478-470369,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
42,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309477-470371,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
43,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309477-470370,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
44,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309477-470369,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
45,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309476-470371,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
46,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309476-470370,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,1
47,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309476-470369,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
48,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309475-470371,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
49,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309475-470370,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
50,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309475-470369,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
51,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309474-470371,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
52,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309474-470370,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
53,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309474-470369,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
54,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309473-470371,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
55,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309473-470370,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
56,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309473-470369,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
57,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309472-470371,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
58,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309472-470370,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
59,-MupztNOQu1l60QmSvY6,g105,osm:12485,20-309472-470369,2022-02-18 10:20:16.425,2022-02-18 10:17:23.434,2022-02-18 10:20:16.425,0
60,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309471-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,1
61,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309471-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
62,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309471-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
63,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309470-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
64,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309470-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
65,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309470-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
66,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309469-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
67,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309469-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
68,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309469-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
69,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309468-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
70,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309468-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
71,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309468-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
72,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309467-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
73,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309467-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
74,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309467-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
75,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309466-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
76,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309466-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
77,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309466-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
78,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309465-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
79,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309465-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
80,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309465-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
81,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309464-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
82,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309464-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
83,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309464-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
84,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309463-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
85,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309463-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
86,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309463-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
87,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309462-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
88,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309462-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
89,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309462-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
90,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309461-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
91,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309461-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
92,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309461-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
93,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309460-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
94,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309460-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
95,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309460-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
96,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309459-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
97,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309459-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
98,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309459-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
99,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309458-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,1
100,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309458-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
101,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309458-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
102,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309457-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,1
103,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309457-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
104,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309457-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
105,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309456-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
106,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309456-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
107,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309456-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
108,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309455-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
109,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309455-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
110,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309455-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
111,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309454-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
112,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309454-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
113,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309454-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
114,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309453-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
115,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309453-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
116,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309453-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
117,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309452-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
118,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309452-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
119,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309452-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
120,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309451-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
121,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309451-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
122,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309451-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,2
123,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309450-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
124,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309450-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
125,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309450-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
126,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309449-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
127,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309449-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
128,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309449-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
129,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309448-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
130,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309448-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
131,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309448-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
132,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309447-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
133,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309447-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
134,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309447-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
135,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309446-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
136,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309446-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
137,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309446-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
138,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309445-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
139,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309445-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
140,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309445-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
141,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309444-470368,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
142,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309444-470367,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
143,-MupztNOQu1l60QmSvY6,g102,osm:12485,20-309444-470366,2022-02-18 10:17:21.699,2022-02-18 10:14:27.502,2022-02-18 10:17:21.699,0
144,-MupztNOQu1l60QmSvY6,g120,osm:12485,20-309472-470404,2022-02-18 10:09:05.514,2022-02-18 10:07:55.371,2022-02-18 10:09:05.514,0
145,-MupztNOQu1l60QmSvY6,g120,osm:12485,20-309472-470403,2022-02-18 10:09:05.514,2022-02-18 10:07:55.371,2022-02-18 10:09:05.514,0
146,-MupztNOQu1l60QmSvY6,g104,osm:12485,20-309455-470370,2022-02-18 10:07:54.808,2022-02-18 10:05:00.756,2022-02-18 10:07:54.808,0
147,-MupztNOQu1l60QmSvY6,g104,osm:12485,20-309455-470369,2022-02-18 10:07:54.808,2022-02-18 10:05:00.756,2022-02-18 10:07:54.808,0
148,-MupztNOQu1l60QmSvY6,g104,osm:12485,20-309454-470371,2022-02-18 10:07:54.808,2022-02-18 10:05:00.756,2022-02-18 10:07:54.808,0
149,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309490-470375,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
150,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309489-470377,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
151,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309489-470376,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
152,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309489-470375,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
153,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309488-470377,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,1
154,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309488-470376,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
155,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309488-470375,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
156,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309487-470377,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
157,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309487-470376,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
158,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309487-470375,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
159,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309486-470377,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
160,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309486-470376,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
161,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309486-470375,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
162,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309485-470377,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
163,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309485-470376,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,1
164,-MupztNOQu1l60QmSvY6,g109,osm:12485,20-309485-470375,2022-02-18 10:25:06.825,2022-02-18 10:22:07.696,2022-02-18 10:25:06.825,0
