# id,z0,z1
339,1.00000,0.00000
340,1.00000,0.00000
341,1.00000,0.00000
342,1.00000,0.00000
343,0.71337,0.28663
344,1.00000,0.00000
345,1.00000,0.00000
346,1.00000,0.00000
347,1.00000,0.00000
348,1.00000,0.00000
349,1.00000,0.00000
350,1.00000,0.00000
351,0.00656,0.99344
352,0.99995,0.00005
353,0.99966,0.00034
354,0.66719,0.33281
355,0.71337,0.28663
356,1.00000,0.00000
357,0.99518,0.00482
358,0.00656,0.99344
359,0.95775,0.04225
360,0.89506,0.10494
361,0.99518,0.00482
362,0.66719,0.33281
363,0.19712,0.80288
364,0.95106,0.04894
365,1.00000,0.00000
366,1.00000,0.00000
367,0.99856,0.00144
368,0.02208,0.97792
369,1.00000,0.00000
370,1.00000,0.00000
371,0.00101,0.99899
372,0.00000,1.00000
373,0.96125,0.03875
374,1.00000,0.00000
375,1.00000,0.00000
376,0.73813,0.26187
377,0.97320,0.02680
378,0.99979,0.00021
379,1.00000,0.00000
380,0.99952,0.00048
381,1.00000,0.00000
382,1.00000,0.00000
383,1.00000,0.00000
384,0.99908,0.00092
385,1.00000,0.00000
386,1.00000,0.00000
387,0.60800,0.39200
388,0.46012,0.53988
389,0.99952,0.00048
390,0.93836,0.06164
391,0.00155,0.99845
392,0.98354,0.01646
393,0.98110,0.01890
394,0.24066,0.75934
395,0.44007,0.55993
396,0.03501,0.96499
397,0.88770,0.11230
398,0.99923,0.00077
399,1.00000,0.00000
400,0.42293,0.57707
401,0.67056,0.32944
402,0.99818,0.00182
403,0.99923,0.00077
404,0.00724,0.99276
405,0.87088,0.12912
406,0.98674,0.01326
407,0.99293,0.00707
408,1.00000,0.00000
409,1.00000,0.00000
410,0.00003,0.99997
411,0.99923,0.00077
412,0.00003,0.99997
413,1.00000,0.00000
414,0.44007,0.55993
415,0.03501,0.96499
416,0.75322,0.24678
417,0.00051,0.99949
418,0.42293,0.57707
419,0.99748,0.00252
420,0.99984,0.00016
421,0.24066,0.75934
422,0.00724,0.99276
423,1.00000,0.00000
424,1.00000,0.00000
425,1.00000,0.00000
426,0.99996,0.00004
427,0.99984,0.00016
428,1.00000,0.00000
429,1.00000,0.00000
430,1.00000,0.00000
431,0.90106,0.09894
432,1.00000,0.00000
433,0.99988,0.00012
434,0.99947,0.00053
435,1.00000,0.00000
436,0.00841,0.99159
437,0.29318,0.70682
438,1.00000,0.00000
439,1.00000,0.00000
440,1.00000,0.00000
441,1.00000,0.00000
442,1.00000,0.00000
443,0.99999,0.00001
444,1.00000,0.00000
445,1.00000,0.00000
446,1.00000,0.00000
447,1.00000,0.00000
448,1.00000,0.00000
449,1.00000,0.00000
450,1.00000,0.00000
451,0.98254,0.01746
452,1.00000,0.00000
453,1.00000,0.00000
454,0.29318,0.70682
455,0.99935,0.00065
456,0.99990,0.00010
457,0.46012,0.53988
458,1.00000,0.00000
459,0.63290,0.36710
460,0.10880,0.89120
461,1.00000,0.00000
462,0.62143,0.37857
463,1.00000,0.00000
464,1.00000,0.00000
465,0.93836,0.06164
466,0.99908,0.00092
467,1.00000,0.00000
468,0.46012,0.53988
469,0.99952,0.00048
470,0.03184,0.96816
471,0.92257,0.07743
472,0.57396,0.42604
473,0.98463,0.01537
474,0.00007,0.99993
475,0.00007,0.99993
476,0.00000,1.00000
477,0.00007,0.99993
478,0.02243,0.97757
479,0.99930,0.00070
480,0.51893,0.48107
481,0.99548,0.00452
482,0.93397,0.06603
483,1.00000,0.00000
484,1.00000,0.00000
485,1.00000,0.00000
486,0.82988,0.17012
487,0.97815,0.02185
488,0.88045,0.11955
489,0.99526,0.00474
490,0.99974,0.00026
491,0.10667,0.89333
492,0.01467,0.98533
493,0.48975,0.51025
494,1.00000,0.00000
495,1.00000,0.00000
496,1.00000,0.00000
497,1.00000,0.00000
498,1.00000,0.00000
499,1.00000,0.00000
500,0.99752,0.00248
501,1.00000,0.00000
502,1.00000,0.00000
503,1.00000,0.00000
504,1.00000,0.00000
505,0.00980,0.99020
506,1.00000,0.00000
507,1.00000,0.00000
508,1.00000,0.00000
509,1.00000,0.00000
510,1.00000,0.00000
511,1.00000,0.00000
512,0.24540,0.75460
513,0.99301,0.00699
514,1.00000,0.00000
515,1.00000,0.00000
516,1.00000,0.00000
517,1.00000,0.00000
518,0.99909,0.00091
519,1.00000,0.00000
520,1.00000,0.00000
521,1.00000,0.00000
522,1.00000,0.00000
523,0.99301,0.00699
524,0.99260,0.00740
525,0.99902,0.00098
526,1.00000,0.00000
527,1.00000,0.00000
528,1.00000,0.00000
529,0.99993,0.00007
530,1.00000,0.00000
531,1.00000,0.00000
532,1.00000,0.00000
533,1.00000,0.00000
534,1.00000,0.00000
535,0.82477,0.17523
536,0.00020,0.99980
537,0.99999,0.00001
538,1.00000,0.00000
539,1.00000,0.00000
540,1.00000,0.00000
541,1.00000,0.00000
542,1.00000,0.00000
543,1.00000,0.00000
544,1.00000,0.00000
545,1.00000,0.00000
546,0.99975,0.00025
547,1.00000,0.00000
548,1.00000,0.00000
549,0.90198,0.09802
550,1.00000,0.00000
551,1.00000,0.00000
552,0.74407,0.25593
553,1.00000,0.00000
554,1.00000,0.00000
555,1.00000,0.00000
556,1.00000,0.00000
557,1.00000,0.00000
558,1.00000,0.00000
559,1.00000,0.00000
560,0.99824,0.00176
561,0.05744,0.94256
562,0.27462,0.72538
563,0.27462,0.72538
564,1.00000,0.00000
565,0.99979,0.00021
566,0.95872,0.04128
567,1.00000,0.00000
568,0.00011,0.99989
569,1.00000,0.00000
570,0.99999,0.00001
571,0.99986,0.00014
572,0.99999,0.00001
573,0.99999,0.00001
574,0.99835,0.00165
575,0.94592,0.05408
576,0.99986,0.00014
577,0.99968,0.00032
578,0.83133,0.16867
579,0.99544,0.00456
580,0.80069,0.19931
581,0.01059,0.98941
582,0.99968,0.00032
583,0.00021,0.99979
584,0.67010,0.32990
585,0.71027,0.28973
586,0.72468,0.27532
587,0.30624,0.69376
588,0.99788,0.00212
589,0.99788,0.00212
590,0.00005,0.99995
591,0.05163,0.94837
592,0.99788,0.00212
593,0.00021,0.99979
594,0.00000,1.00000
595,0.93866,0.06134
596,0.98941,0.01059
597,0.83163,0.16837
598,0.99892,0.00108
599,0.99999,0.00001
600,0.69446,0.30554
601,1.00000,0.00000
602,1.00000,0.00000
603,1.00000,0.00000
604,1.00000,0.00000
605,1.00000,0.00000
606,1.00000,0.00000
607,1.00000,0.00000
608,0.99994,0.00006
609,0.23339,0.76661
610,1.00000,0.00000
611,0.67910,0.32090
612,1.00000,0.00000
613,1.00000,0.00000
614,1.00000,0.00000
615,1.00000,0.00000
616,1.00000,0.00000
617,0.99041,0.00959
618,1.00000,0.00000
619,1.00000,0.00000
620,1.00000,0.00000
621,1.00000,0.00000
622,1.00000,0.00000
623,0.99999,0.00001
624,1.00000,0.00000
625,1.00000,0.00000
626,0.95978,0.04022
627,1.00000,0.00000
628,1.00000,0.00000
629,1.00000,0.00000
630,1.00000,0.00000
631,1.00000,0.00000
632,0.99994,0.00006
633,1.00000,0.00000
634,1.00000,0.00000
635,1.00000,0.00000
636,1.00000,0.00000
637,1.00000,0.00000
638,1.00000,0.00000
639,1.00000,0.00000
640,1.00000,0.00000
641,0.95978,0.04022
642,1.00000,0.00000
643,1.00000,0.00000
644,0.44556,0.55444
645,0.99994,0.00006
646,0.92990,0.07010
647,0.11808,0.88192
648,1.00000,0.00000
649,1.00000,0.00000
650,0.67967,0.32033
651,1.00000,0.00000
652,1.00000,0.00000
653,0.99881,0.00119
654,0.98807,0.01193
655,1.00000,0.00000
656,0.99988,0.00012
657,1.00000,0.00000
658,0.73721,0.26279
659,0.73721,0.26279
660,1.00000,0.00000
661,0.99988,0.00012
662,0.99988,0.00012
663,1.00000,0.00000
664,0.99988,0.00012
665,0.98395,0.01605
666,0.99977,0.00023
667,0.96968,0.03032
668,0.00010,0.99990
669,0.58632,0.41368
670,0.00344,0.99656
671,0.38713,0.61287
672,0.38713,0.61287
673,0.98395,0.01605
674,0.99990,0.00010
675,0.98747,0.01253
676,0.99912,0.00088
677,0.98395,0.01605
678,0.81403,0.18597
679,1.00000,0.00000
680,1.00000,0.00000
681,1.00000,0.00000
682,1.00000,0.00000
683,1.00000,0.00000
684,1.00000,0.00000
685,0.99870,0.00130
686,0.15550,0.84450
687,0.99461,0.00539
688,1.00000,0.00000
689,0.97719,0.02281
690,0.00000,1.00000
691,1.00000,0.00000
692,0.51064,0.48936
693,0.99994,0.00006
694,0.00000,1.00000
695,0.68730,0.31270
696,0.68730,0.31270
697,0.00000,1.00000
698,0.99531,0.00469
699,1.00000,0.00000
700,1.00000,0.00000
701,1.00000,0.00000
702,0.99877,0.00123
703,1.00000,0.00000
704,0.99996,0.00004
705,0.99996,0.00004
706,0.00566,0.99434
707,0.00002,0.99998
708,0.12245,0.87755
709,0.99998,0.00002
710,1.00000,0.00000
711,0.96253,0.03747
712,0.91123,0.08877
713,0.99993,0.00007
714,0.99998,0.00002
715,0.99970,0.00030
716,0.99998,0.00002
717,0.99801,0.00199
718,0.01569,0.98431
719,0.01569,0.98431
720,0.01569,0.98431
721,0.24733,0.75267
722,0.77192,0.22808
723,0.77192,0.22808
724,0.71377,0.28623
725,0.24733,0.75267
726,0.98824,0.01176
727,0.00015,0.99985
728,0.01569,0.98431
729,0.71377,0.28623
730,0.24733,0.75267
731,0.24733,0.75267
732,0.24733,0.75267
733,0.01569,0.98431
734,0.30617,0.69383
735,0.01569,0.98431
736,0.79109,0.20891
737,0.99993,0.00007
738,0.99993,0.00007
739,0.26801,0.73199
740,0.98824,0.01176
741,0.99993,0.00007
742,0.79109,0.20891
743,1.00000,0.00000
744,1.00000,0.00000
745,0.99981,0.00019
746,0.99982,0.00018
747,0.66276,0.33724
748,1.00000,0.00000
749,0.99432,0.00568
750,1.00000,0.00000
751,1.00000,0.00000
752,1.00000,0.00000
753,1.00000,0.00000
754,1.00000,0.00000
755,1.00000,0.00000
756,1.00000,0.00000
757,1.00000,0.00000
758,1.00000,0.00000
759,1.00000,0.00000
760,1.00000,0.00000
761,1.00000,0.00000
762,1.00000,0.00000
763,1.00000,0.00000
764,1.00000,0.00000
765,0.99994,0.00006
766,1.00000,0.00000
767,1.00000,0.00000
768,1.00000,0.00000
769,1.00000,0.00000
770,0.99999,0.00001
771,1.00000,0.00000
772,0.99999,0.00001
773,0.99999,0.00001
774,1.00000,0.00000
775,0.99998,0.00002
776,1.00000,0.00000
777,1.00000,0.00000
778,1.00000,0.00000
779,1.00000,0.00000
780,0.99986,0.00014
781,0.00000,1.00000
782,1.00000,0.00000
783,0.99997,0.00003
784,1.00000,0.00000
785,0.99995,0.00005
786,0.99995,0.00005
787,0.03831,0.96169
788,0.99995,0.00005
789,0.99629,0.00371
790,0.97727,0.02273
791,0.10915,0.89085
792,0.28258,0.71742
793,0.00001,0.99999
794,0.80717,0.19283
795,0.00839,0.99161
796,0.00062,0.99938
797,0.00062,0.99938
798,1.00000,0.00000
799,0.61369,0.38631
800,0.90214,0.09786
801,0.29595,0.70405
802,0.66153,0.33847
803,1.00000,0.00000
804,0.34276,0.65724
805,1.00000,0.00000
806,0.99915,0.00085
807,0.99529,0.00471
808,0.72443,0.27557
809,1.00000,0.00000
810,0.32365,0.67635
811,0.99529,0.00471
812,1.00000,0.00000
813,0.66881,0.33119
814,0.64593,0.35407
815,1.00000,0.00000
816,0.00001,0.99999
817,1.00000,0.00000
818,0.95907,0.04093
819,0.99998,0.00002
820,0.02345,0.97655
821,0.99626,0.00374
822,0.29298,0.70702
823,0.88259,0.11741
824,0.99998,0.00002
825,0.13543,0.86457
826,1.00000,0.00000
827,0.99998,0.00002
828,0.99998,0.00002
829,0.99998,0.00002
830,1.00000,0.00000
831,0.07298,0.92702
832,0.99174,0.00826
833,0.89506,0.10494
834,0.99995,0.00005
835,0.03945,0.96055
836,0.69920,0.30080
837,0.00017,0.99983
838,0.50268,0.49732
839,0.84303,0.15697
840,0.00010,0.99990
841,0.46448,0.53552
842,0.88183,0.11817
843,0.99174,0.00826
844,0.99174,0.00826
845,0.46448,0.53552
846,1.00000,0.00000
847,1.00000,0.00000
848,1.00000,0.00000
849,0.99685,0.00315
850,0.99951,0.00049
851,0.72124,0.27876
852,0.97043,0.02957
853,0.99958,0.00042
854,0.97043,0.02957
855,0.97043,0.02957
856,0.99998,0.00002
857,0.95558,0.04442
858,0.97043,0.02957
859,0.99951,0.00049
860,0.99958,0.00042
861,0.75186,0.24814
862,0.90128,0.09872
863,0.99745,0.00255
864,0.86208,0.13792
865,0.86208,0.13792
866,0.02880,0.97120
867,0.02880,0.97120
868,0.09466,0.90534
869,0.57998,0.42002
870,0.96549,0.03451
871,0.00000,1.00000
872,1.00000,0.00000
873,1.00000,0.00000
874,0.99998,0.00002
875,0.99999,0.00001
876,1.00000,0.00000
877,0.99999,0.00001
878,1.00000,0.00000
879,1.00000,0.00000
880,0.99958,0.00042
881,1.00000,0.00000
882,1.00000,0.00000
883,1.00000,0.00000
884,0.99930,0.00070
885,0.90980,0.09020
886,0.14415,0.85585
887,0.91683,0.08317
888,0.00062,0.99938
889,0.39477,0.60523
890,1.00000,0.00000
891,0.00661,0.99339
892,0.10601,0.89399
893,0.99340,0.00660
894,0.99930,0.00070
895,0.95832,0.04168
896,0.15077,0.84923
897,0.81991,0.18009
898,0.94236,0.05764
899,0.99799,0.00201
900,0.94236,0.05764
901,0.02916,0.97084
902,0.99976,0.00024
903,0.04116,0.95884
904,0.99955,0.00045
905,0.99923,0.00077
906,0.99863,0.00137
907,0.99863,0.00137
908,0.90301,0.09699
909,1.00000,0.00000
910,0.04116,0.95884
911,0.99863,0.00137
912,0.94831,0.05169
913,0.90301,0.09699
914,0.83546,0.16454
915,0.99863,0.00137
916,1.00000,0.00000
917,0.94555,0.05445
918,0.99863,0.00137
919,0.64577,0.35423
920,0.04238,0.95762
921,0.04238,0.95762
922,0.00026,0.99974
923,0.32161,0.67839
924,0.99863,0.00137
925,1.00000,0.00000
926,0.55634,0.44366
927,0.00026,0.99974
928,0.50930,0.49070
929,0.00026,0.99974
930,0.99764,0.00236
931,0.04238,0.95762
932,0.43243,0.56757
933,0.89996,0.10004
934,1.00000,0.00000
935,0.44425,0.55575
936,0.94831,0.05169
937,0.07951,0.92049
938,0.99863,0.00137
939,0.56656,0.43344
940,0.46778,0.53222
941,0.87875,0.12125
942,0.99917,0.00083
943,0.99917,0.00083
944,0.00019,0.99981
945,0.02343,0.97657
946,0.58176,0.41824
947,0.87875,0.12125
948,0.87875,0.12125
949,0.99917,0.00083
950,0.10000,0.90000
951,0.94198,0.05802
952,0.27876,0.72124
953,0.03821,0.96179
954,0.00019,0.99981
955,0.94095,0.05905
956,0.94198,0.05802
957,0.42453,0.57547
958,0.19951,0.80049
959,0.12752,0.87248
960,0.99946,0.00054
961,0.19951,0.80049
962,0.96406,0.03594
963,0.99797,0.00203
964,0.98725,0.01275
965,0.03485,0.96515
966,0.19951,0.80049
967,0.19951,0.80049
968,1.00000,0.00000
969,0.03485,0.96515
970,0.24332,0.75668
971,0.99982,0.00018
972,1.00000,0.00000
973,0.99982,0.00018
974,1.00000,0.00000
975,0.99962,0.00038
976,0.99998,0.00002
977,0.99797,0.00203
978,0.00379,0.99621
979,0.03485,0.96515
980,0.65570,0.34430
981,0.91475,0.08525
982,0.99805,0.00195
983,0.99983,0.00017
984,0.99998,0.00002
985,0.91475,0.08525
986,1.00000,0.00000
987,0.99998,0.00002
988,0.91475,0.08525
989,0.91475,0.08525
990,1.00000,0.00000
991,0.91475,0.08525
992,0.96507,0.03493
993,1.00000,0.00000
994,0.98063,0.01937
995,0.91475,0.08525
996,1.00000,0.00000
997,0.54470,0.45530
998,0.18343,0.81657
999,0.96711,0.03289
1000,1.00000,0.00000
1001,0.66276,0.33724
1002,0.96057,0.03943
1003,1.00000,0.00000
1004,0.99993,0.00007
1005,0.99993,0.00007
1006,0.30617,0.69383
1007,1.00000,0.00000
1008,1.00000,0.00000
1009,0.99981,0.00019
1010,0.99978,0.00022
1011,1.00000,0.00000
1012,1.00000,0.00000
1013,1.00000,0.00000
1014,1.00000,0.00000
1015,1.00000,0.00000
1016,0.99978,0.00022
1017,0.99978,0.00022
1018,1.00000,0.00000
1019,1.00000,0.00000
1020,1.00000,0.00000
1021,1.00000,0.00000
1022,1.00000,0.00000
1023,1.00000,0.00000
1024,1.00000,0.00000
1025,1.00000,0.00000
1026,1.00000,0.00000
1027,1.00000,0.00000
1028,1.00000,0.00000
1029,1.00000,0.00000
1030,1.00000,0.00000
1031,1.00000,0.00000
1032,0.99995,0.00005
1033,0.99995,0.00005
1034,0.99995,0.00005
1035,0.99896,0.00104
1036,0.99597,0.00403
1037,1.00000,0.00000
1038,1.00000,0.00000
1039,0.99995,0.00005
1040,0.99995,0.00005
1041,1.00000,0.00000
1042,1.00000,0.00000
1043,1.00000,0.00000
1044,0.99995,0.00005
1045,0.26273,0.73727
1046,0.73457,0.26543
1047,0.97452,0.02548
1048,0.97452,0.02548
1049,0.65198,0.34802
1050,0.26273,0.73727
1051,1.00000,0.00000
1052,0.65198,0.34802
1053,0.65198,0.34802
1054,0.99878,0.00122
1055,0.07340,0.92660
1056,0.99878,0.00122
1057,0.97452,0.02548
1058,0.97452,0.02548
1059,0.99983,0.00017
1060,0.97452,0.02548
1061,0.07340,0.92660
1062,0.98335,0.01665
1063,0.97452,0.02548
1064,0.99933,0.00067
1065,0.26273,0.73727
1066,0.99933,0.00067
1067,1.00000,0.00000
1068,0.73457,0.26543
1069,1.00000,0.00000
1070,0.99983,0.00017
1071,0.07340,0.92660
1072,0.99982,0.00018
1073,0.07625,0.92375
1074,0.99982,0.00018
1075,0.99982,0.00018
1076,0.99982,0.00018
1077,0.99982,0.00018
1078,1.00000,0.00000
1079,0.97452,0.02548
1080,1.00000,0.00000
1081,0.97452,0.02548
1082,0.73457,0.26543
1083,0.99982,0.00018
1084,0.07340,0.92660
1085,0.07340,0.92660
1086,1.00000,0.00000
1087,1.00000,0.00000
1088,1.00000,0.00000
1089,1.00000,0.00000
1090,1.00000,0.00000
1091,1.00000,0.00000
1092,1.00000,0.00000
1093,1.00000,0.00000
1094,1.00000,0.00000
1095,1.00000,0.00000
1096,0.98449,0.01551
1097,1.00000,0.00000
1098,1.00000,0.00000
1099,1.00000,0.00000
1100,1.00000,0.00000
1101,1.00000,0.00000
1102,1.00000,0.00000
1103,1.00000,0.00000
1104,0.86854,0.13146
1105,0.99989,0.00011
1106,0.99971,0.00029
1107,0.99989,0.00011
1108,1.00000,0.00000
1109,0.99999,0.00001
1110,0.99914,0.00086
1111,0.99971,0.00029
1112,1.00000,0.00000
1113,1.00000,0.00000
1114,0.99998,0.00002
1115,1.00000,0.00000
1116,1.00000,0.00000
1117,1.00000,0.00000
1118,1.00000,0.00000
1119,1.00000,0.00000
1120,1.00000,0.00000
1121,1.00000,0.00000
1122,0.99998,0.00002
1123,0.99998,0.00002
1124,0.51655,0.48345
1125,0.07860,0.92140
1126,0.99998,0.00002
1127,1.00000,0.00000
1128,0.55594,0.44406
1129,1.00000,0.00000
1130,0.93382,0.06618
1131,0.51655,0.48345
1132,0.99998,0.00002
1133,0.99998,0.00002
1134,1.00000,0.00000
1135,0.99998,0.00002
1136,1.00000,0.00000
1137,1.00000,0.00000
1138,1.00000,0.00000
1139,0.99998,0.00002
1140,1.00000,0.00000
1141,0.99998,0.00002
1142,0.99998,0.00002
1143,1.00000,0.00000
1144,0.99998,0.00002
1145,0.93382,0.06618
1146,1.00000,0.00000
1147,0.93382,0.06618
1148,0.98621,0.01379
1149,1.00000,0.00000
1150,0.98621,0.01379
