# id,beta
1233,3.93175
1234,3.93175
1235,3.92745
1236,3.92745
1237,3.92745
1238,2.06109
1239,3.92745
1240,3.92745
1241,2.06109
1242,3.92745
1243,3.92745
1244,3.92745
1245,3.92745
1246,3.92745
1247,3.64461
1248,3.64461
1249,3.64461
1250,3.64461
1251,3.64461
1252,3.64461
1253,3.64461
1254,3.64461
1255,3.64461
1256,3.64461
1257,3.64461
1258,3.64461
1259,3.64461
1260,1.13830
1261,1.69052
1262,1.83448
1263,3.64461
1264,1.10644
1265,0.99935
1266,1.23239
1267,3.64461
1268,3.64461
1269,1.27126
1270,3.64461
1271,0.78781
1272,0.67648
1273,0.91989
1274,3.64461
1275,3.64461
1276,3.64461
1277,1.53024
1278,3.35800
1279,3.35800
1280,3.35800
1281,3.35800
1282,3.35800
1283,3.35800
1284,3.35800
1285,3.35800
1286,1.12478
1287,3.35800
1288,0.85401
1289,3.35800
1290,3.35800
1291,3.35800
1292,1.53024
1293,3.35800
1294,3.35800
1295,3.35800
1296,3.92237
1297,3.92237
1298,3.92237
1299,3.92237
1300,3.92237
1301,3.92237
1302,3.92237
1303,3.92237
1304,2.10056
1305,3.92237
1306,3.92237
1307,3.92237
1308,3.92237
1309,3.92237
1310,1.89190
1311,3.92237
1312,3.92237
1313,3.92237
1314,1.62972
1315,1.89190
1316,1.89190
1317,1.52639
1318,3.92237
1319,1.47379
1320,3.92237
1321,3.92237
1322,2.10056
1323,3.92237
1324,3.92237
1325,1.62972
1326,3.72942
1327,3.72942
1328,3.72942
1329,3.72942
1330,3.72942
1331,3.72942
1332,3.72942
1333,3.72942
1334,1.65603
1335,3.72942
1336,3.72942
1337,3.72942
1338,3.72942
1339,3.72942
1340,3.72942
1341,3.72942
1342,3.72942
1343,3.72942
1344,3.72942
1345,3.72942
1346,3.72942
1347,3.72942
1348,3.72942
1349,3.72942
1350,3.72942
1351,1.59458
1352,4.15963
1353,4.15963
1354,2.27252
1355,4.15963
1356,2.03107
1357,4.15963
1358,1.59458
1359,1.59458
1360,1.06776
1361,4.15963
1362,4.15963
1363,4.15963
1364,4.15963
1365,1.04746
1366,4.15963
1367,4.15963
1368,1.04746
1369,3.38733
1370,3.38733
1371,3.38733
1372,3.38733
1373,3.38733
1374,3.38733
1375,3.38733
1376,3.38733
1377,3.38733
1378,3.38733
1379,3.38733
1380,3.38733
1381,1.11064
1382,3.38733
1383,3.38733
1384,3.38733
1385,3.38733
1386,3.38733
1387,3.38733
1388,1.57646
1389,3.38733
1390,1.53221
1391,3.38733
1392,3.38733
1393,3.38733
1394,3.38733
1395,3.38733
1396,3.38733
1397,3.75425
1398,3.75425
1399,3.75425
1400,3.75425
1401,3.75425
1402,3.75425
1403,3.75425
1404,3.75425
1405,3.75425
1406,3.75425
1407,3.75425
1408,3.75425
1409,3.75425
1410,3.75425
1411,3.75425
1412,3.75425
1413,3.89985
1414,3.89985
1415,3.89985
1416,3.89985
1417,3.89985
1418,3.89985
1419,3.89985
1420,1.71638
1421,3.89985
1422,3.89985
1423,3.89985
1424,1.90043
1425,3.86119
1426,3.86119
1427,1.57281
1428,3.86119
1429,3.86119
1430,1.57281
1431,3.86119
1432,3.86119
1433,3.86119
1434,3.86119
1435,3.86119
1436,3.86119
1437,3.86119
1438,3.86119
1439,3.86119
1440,3.86119
1441,3.86119
